,Claim,Source Name,Source URL,Verdict,Review Publication Date,Image URL,Tags
703,Presidente Lula foi flagrado com mala de dinheiro de Daniel Vorcaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.B3RX8ZQ,Falso,2026-05-22 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSRTJwqDtADN7_hmCSiqXHucp0zcCdE04fFn9y5s-b2vfohcA0l,"['Daniel Vorcaro', 'Luiz Inácio Lula da Silva', 'Presidente', 'Dinheiro', 'Mala']"
704,"Pesquisas apontam que Lula deve vencer ainda no primeiro turno com 72,9%",AFP Checamos,https://checamos.afp.com/doc.afp.com.B39V367,Falso,2026-05-19 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSkpXMX0zGmaSL7grLveghOz-T4W_lCaTahknDbFcjSfSGkzlNm,['Luiz Inácio Lula da Silva']
705,Lula cria 5 mil empregos para chineses na Bahia enquanto o estado sofre com desemprego,Aos Fatos,https://www.aosfatos.org/noticias/militares-chineses-farda-pm-baiana/,Falso,2026-05-19 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT92JlZ2bcYwEZUR8U-pjIrarItZOyJPmpUcEfEZ2dbOtxP9vha,"['Bahia', 'Luiz Inácio Lula da Silva', 'Desemprego', 'Emprego']"
706,“LULA ACABA DE SER EXPULSO DA CASA BRANCA POR TRUMP! JANJA CHORA!,Observador,https://observador.pt/factchecks/fact-check-donald-trump-expulsou-lula-da-silva-da-casa-branca/,Errado,nan,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSPoSTekUtgc_77fQoKLZVgRXrfRC2VlIfGvKU-4cRTmZlv5x96,"['Luiz Inácio Lula da Silva', 'Donald Trump', 'Casa Branca', 'Janja Lula da Silva']"
707,Lula é capa da revista Time em maio de 2026,Estadão,https://www.estadao.com.br/estadao-verifica/capa-time-lula-2022-antiga/,Parcialmente verdadeiro,2026-05-15 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTIXePaGkdIols0xIzKv9HEkfjQ2OUwmTtdbI4lAkt2kXty346Q,"['Luiz Inácio Lula da Silva', 'Time', 'Revista', '2026', 'Maio']"
708,Lula é capa da revista Time nesta semana,AFP Checamos,https://checamos.afp.com/doc.afp.com.B2VP2T3,Falso,2026-05-14 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTXSnpLk_5hZHqAZz1ABS6aFmmeyDZ7ojYRYhC94oQ8lsVm7O6y,"['Luiz Inácio Lula da Silva', 'Time', 'Revista']"
709,"O presidente LULA acaba de virar capa da TIME, uma das maiores revistas do mundo!",UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/05/14/enganoso-lula-capa-revista-time.ghtm,Falso,2026-05-14 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSPN9B1klxXAwlwXZWpSDDYeWZxlZSLX3IOmO9unc94bKZj5kxz,"['Luiz Inácio Lula da Silva', 'Presidente', 'Revista', 'Mundo']"
710,Imagem mostra Trump esmagando Lula na reunião de hoje,AFP Checamos,https://checamos.afp.com/doc.afp.com.B2ND763,Falso,2026-05-12 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTrB3KPVLD9a06nSYr55K1xpOK5bP6H_0eCk19yvPGI0P_kpjUZ,"['Luiz Inácio Lula da Silva', 'Donald Trump', 'Imagem']"
711,Lula foi capa da revista Time de maio de 2026,Aos Fatos,https://www.aosfatos.org/noticias/lula-capa-time/,Falso,2026-05-12 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSP-JHEbkcP4dwOH5nqG8Np9NDi4Uj9PRv0R1ZMygcO4gHCUgAp,"['Luiz Inácio Lula da Silva', 'Time', 'Revista', 'Maio', '2026']"
712,Trump esmagou Lula na Casa Branca,Estadão,https://www.estadao.com.br/estadao-verifica/imprensa-americana-trump-esmagou-lula/,Falso,2026-05-11 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ8znQYMj1Wr-8OgqAicvIyXxTEmFutt1-Som0_d8co0H3P36HF,"['Luiz Inácio Lula da Silva', 'Donald Trump', 'Casa Branca']"
714,Shakira fez o L de Lula em show no Rio,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/05/08/falso-shakira-fez-o-l-show-copacabana.ghtm,Falso,2026-05-08 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOHWfHHum7jv5xsfJRvDW7p_USHtvfyj81Xn0cT5KPYzBhlrVa,"['Shakira', 'Luiz Inácio Lula da Silva', 'Espetáculo', 'Rio de Janeiro']"
715,Foto mostra Trump gritando com Lula durante reunião na Casa Branca,Aos Fatos,https://www.aosfatos.org/noticias/trump-grita-lula/,Falso,2026-05-08 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQGXqLyci8syf1YLtZfMH0dCNnUyiwQDuygKahu2cdg2Arlii8u,"['Luiz Inácio Lula da Silva', 'Donald Trump', 'Casa Branca', 'Fotografia']"
716,Eduardo Bolsonaro divulga nota de pesar após Trump receber Lula na Casa Branca,Estadão,https://www.estadao.com.br/estadao-verifica/eduardo-bolsonaro-encontro-donald-trump-lula-casa-branca/,Parcialmente verdadeiro,2026-05-08 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQQ-XLJu2rNQC_dod4glcp9SythJ5q8BDFIVnZ87lqLTXm9FhUI,"['Eduardo Bolsonaro', 'Luiz Inácio Lula da Silva', 'Donald Trump', 'Casa Branca']"
717,"Pilili, mascote da urna eletrônica, faz o L de Lula",UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/05/08/falso-mascote-tse-fez-o-l.ghtm,Falso,2026-05-08 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTly0XfN1Gcr7UahWG_vKNdWCDAbExR8d7WAUyOptt2q3heww8P,"['Luiz Inácio Lula da Silva', 'Urna eleitoral', 'Mascote', 'Faz o L', 'Máquina de votação', 'Eletrônica']"
719,Governo Lula liberou as bets no Brasil,AFP Checamos,https://checamos.afp.com/doc.afp.com.B2876T6,Falso,2026-05-07 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEg9f0bk14mtuxlHEcrs-4573jMYKIisMNvU78uf0nW_DjLVNK,"['Luiz Inácio Lula da Silva', 'Jogo de apostas', 'Brasil', 'Governo Lula']"
720,Coca-Cola vai passar a vender produtos menores no Brasil pelo mesmo preço por conta do governo Lula,Aos Fatos,https://www.aosfatos.org/noticias/coca-cola-embalagens-menores-lula/,Falso,2026-05-06 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSMnoHJojAPgxQv6_jGGvBaho2Fxxpscxd9NPX4vPU7MuIZGmcX,"['Coca-Cola', 'The Coca-Cola Company', 'Luiz Inácio Lula da Silva', 'Brasil', 'Governo', 'Produto', 'Preço']"
721,Lula debocha de endividados e diz que é bom que o povo possa se endividar,AFP Checamos,https://checamos.afp.com/doc.afp.com.B2339G3,Falso,2026-05-06 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQnU-ZK6nMoXVEHi2Z2aSzKplJneu0Yi4whDcrthKG9mtp01CG7,"['Luiz Inácio Lula da Silva', 'O Povo', 'e']"
722,Lula debochou de pessoas endividadas,Aos Fatos,https://www.aosfatos.org/noticias/discurso-lula-debochou-endividados/,Não_É_Bem_Assim,2026-05-05 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgMttdhLmZHRPAWmP_8FHVw_oY84lxFXY8ywL0OZjc9BFjR28p,['Luiz Inácio Lula da Silva']
723,Lula sancionou lei que permitiu bets no país,Aos Fatos,https://www.aosfatos.org/noticias/temer-lula-bets/,Falso,2026-05-04 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTvAGlbdI3MNl9nACGaOUPhMvMzNpnr-fsXCbtEpmopM8k8csqp,"['Luiz Inácio Lula da Silva', 'Jogo de apostas', 'Lei']"
724,"Lula mais uma vez desafia Trump; ""Se ele invadir Cuba, o Brasil estará pronto para ajudar a proteger a soberania do país""",UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/05/03/falso-lula-brasil-protecao-cuba-invasao-eua.ghtm,Falso,2026-05-03 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT67-Jr1xWu0ZKtFPAiKSleEOB1fWAfQbfAi0bBPc2zfWbLQd-0,"['Luiz Inácio Lula da Silva', 'Cuba', 'Brasil', 'Donald Trump', 'Soberania', 'País', 'Pará', 'Sergipe']"
725,Até quando vamos ser enganados? - imagem de Lula com 10 dedos,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/04/30/falso-imagem-lula-mala-dinheiro-ia.ghtm,Falso,2026-04-30 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBCVeWShRlArs4xO4jRK-vWqy3MgBl318IL4d8zrzoVoECd8CS,"['Luiz Inácio Lula da Silva', 'Imagem', 'Dedo']"
726,Vídeo mostra Lula fugindo do Palácio após ser vaiado,Estadão,https://www.estadao.com.br/estadao-verifica/video-mostra-lula-saindo-de-palco-apos-problemas-com-microfone-e-nao-fugindo-de-vaias/,Falso,2026-04-30 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSbtdpvPzMQC8i-UHfKP1G03DqrT1EH0z6HoVyR_93aQ2IWNngz,"['Luiz Inácio Lula da Silva', 'Vaia', 'Vídeo']"
727,"""PERNAMBUCO SURPREENDE O BRASIL. Nova pesquisa mostra um cenário que muita gente não esperava ver no Nordeste. Flávio Bolsonaro: 50,5% Lula: 38,1% Aldo Rebelo: 5,8%.Se esses números se confirmarem, não é apenas uma pesquisa. É uma mudança de vento político""",BOL - UOL,https://www.bol.uol.com.br/noticias/2026/04/30/enganoso-pesquisa-pernambuco-flavio-bolsonaro-lider-lula.amp.htm,Falso,2026-04-30 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRGbHP_t-ht4BIHRTlHxPo1t3yUNBHE-9KSxbv3Ok-EVVfXcSxS,"['Flávio Bolsonaro', 'Luiz Inácio Lula da Silva', 'Político', 'Pesquisa', 'Aldo Rebelo', 'Pernambuco', 'Número', 'Brasil', 'Região Nordeste do Brasil']"
729,Lula disse que Brasil vai defender Cuba em caso de invasão norte-americana,AFP Checamos,https://checamos.afp.com/doc.afp.com.A9A769E,Falso,2026-04-28 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQatb1PxHFQYVADpDZqqeigLfPNklXTFuWRYfeL7b6kAivIsLVx,"['Luiz Inácio Lula da Silva', 'Cuba', 'Brasil', 'Invasão']"
730,Lula beija o dono da Choquei que foi preso pela PF,AFP Checamos,https://checamos.afp.com/doc.afp.com.A99R463,Falso,2026-04-28 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSHNWCL_zQgfnT1ILlttAMLHR1SjrcHTXJB7a-PtGX8j0xrWRxE,"['Luiz Inácio Lula da Silva', 'Choquei', 'Prisão', 'Polícia Federal', 'Departamento de Polícia Federal', 'Beijo']"
731,"""Lula endurece tom com Trump e diz que todo o brasileiro está disposto a defender a sua soberania e a de Cuba também.""",Observador,https://observador.pt/factchecks/fact-check-lula-da-silva-disse-que-brasil-esta-disposto-a-defender-soberania-de-cuba/,Errado,nan,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSPoSTekUtgc_77fQoKLZVgRXrfRC2VlIfGvKU-4cRTmZlv5x96,"['Cuba', 'Luiz Inácio Lula da Silva', 'Soberania', 'Brasil', 'Donald Trump']"
732,Trump diz que Lula tem sangue de ‘lampião a álcool’,Aos Fatos,https://www.aosfatos.org/noticias/trump-lula-sangue-lampiao-alcool/,Falso,2026-04-27 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRBkrN1sv00fM4mnR09Zc_zk_W1TAdZ8EXJ1vEbSZiiYJLVb-sk,"['Luiz Inácio Lula da Silva', 'Donald Trump', 'Sangue']"
733,"Se Flávio Bolsonaro vencer, eu vou embora para Cuba, diz Lula",UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/04/27/falso-lula-mudanca-cuba-perder-eleicao-flavio-bolsonaro.ghtm,Falso,2026-04-27 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSfsMIvPSMXj6LukOorIFN9-t0GIuT-uB4jmjV4Kc_tpcsn5XCy,"['Flávio Bolsonaro', 'Luiz Inácio Lula da Silva', 'Cuba']"
734,Lula foi recebido com chuva de ovos em Portugal,Estadão,https://www.estadao.com.br/estadao-verifica/lula-ovada-em-portugal-falso-inteligencia-artificial/,Falso,2026-04-24 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS_DkrMipnxSE0YmARBZAZi6NX3Ndo9bF1F6V3roSNm6okoKRY0,"['Luiz Inácio Lula da Silva', 'Portugal', 'Chuva']"
735,"‘Se Flávio Bolsonaro vencer, eu vou embora para Cuba’, diz Lula",Aos Fatos,https://www.aosfatos.org/noticias/lula-cuba-flavio-bolsonaro/,Falso,2026-04-24 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcS5EQAgpvqXYNuzl2XtHbWYSSln-FR8_hjbP41AwyAltE5bLTj_,"['Luiz Inácio Lula da Silva', 'Flávio Bolsonaro', 'Cuba']"
736,"Durante Lula, o país saiu de superávit de R$ 54 bi para rombo de R$ 1 tri",AFP Checamos,https://checamos.afp.com/doc.afp.com.A8WW263,Falso,2026-04-24 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTvC-VLRWIy_XMaMLP8_kncZgd8KJUH-ftPkQ8YRC2XuJboCY8r,"['Luiz Inácio Lula da Silva', 'Superávite', 'País']"
737,Urgente acontecendo em Portugal! Lula é expulso e jogado pra fora com chuva de ovos!,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/04/24/falso-video-lula-ovada-expulso-portugal.ghtm,Falso,2026-04-24 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSUKNGjCYySxuCf797f1AmytIXC_c4RK5P0FGmZHFUxx9KmkAZd,"['Luiz Inácio Lula da Silva', 'Portugal', 'Chuva']"
738,FAB de Lula fez 111 voos com 1 passageiro,AFP Checamos,https://checamos.afp.com/doc.afp.com.A8W94T3,Falso,2026-04-24 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRoCVsfDrHUzrCtM8dtrmQoYfX8g4TWxZoDd5dp7yzT8VFPuUnC,"['Luiz Inácio Lula da Silva', 'Força Aérea Brasileira', 'Voo', 'Passageiro']"
739,Lula rebate Trump e diz que o povo brasileiro está disposto a dar a vida por ele numa eventual guerra,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/04/23/falso-lula-brasileiros-dariam-vida-por-ele-guerra-eua.ghtm,Falso,2026-04-23 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR7kde8pIs3X29KAjKjuJGUpclFBM3y2Y0vFwJVg36CWNkJin1C,"['Luiz Inácio Lula da Silva', 'Guerra', 'Brasileiros', 'Brasil', 'Donald Trump', 'Vida']"
740,Lula é expulso de igreja após aparecer bêbado!?,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/04/23/falso-lula-expulso-igreja-espanha-bebado.ghtm,Falso,2026-04-23 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQh2RiYTz2c0HcwS99fQ8A9lXH2VyFewy22f4Re3xZyt0VryD6Y,['Luiz Inácio Lula da Silva']
741,Lula diz que brasileiros estão dispostos a dar a vida por ele em uma eventual guerra,Aos Fatos,https://www.aosfatos.org/noticias/lula-brasileiros-dispostos-vida/,Falso,2026-04-22 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhFz8RfQYweJU2lEmwu6Lt1my_CV2LU45EQpmvEOyavpKXMOin,"['Luiz Inácio Lula da Silva', 'Brasil', 'Guerra']"
742,"Em evento na cidade de Porto Alegre (RS), o Senador Flávio Bolsonaro (PL-RJ) afirmou que pretende REVOGAR A ISENÇÃO DO IMPOSTO DE RENDA do Presidente Lula (PT-SP)",BOL - UOL,https://www.bol.uol.com.br/noticias/2026/04/22/falso-flavio-bolsonaro-revogar-isencao-ir.ghtm,Falso,2026-04-22 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTgZCbQEEl5pspt7Zs7QT7bUe2uDUNxK-saJuLXN7BWjBn_flan,"['Flávio Bolsonaro', 'Imposto de renda', 'Presidente', 'Partido Liberal', 'Luiz Inácio Lula da Silva', 'Partido dos Trabalhadores', 'Imposto', 'Renda', 'Rio Grande do Sul']"
743,Lula diz que o povo brasileiro daria a vida por ele em caso de guerra com os EUA,Estadão,https://www.estadao.com.br/estadao-verifica/lula-povo-brasileiro-daria-a-vida-por-ele-trump-falso/,Falso,2026-04-22 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5BucM-b3jTiXEaIYQ709Tg9t2QptdaT_54WzWpZUrPpvfDmKA,"['Luiz Inácio Lula da Silva', 'Guerra', 'Estados Unidos', 'Brasileiros', 'Brasil', 'Vida']"
744,"Lula diz que, se Trump invadir Cuba, Brasil estará pronto para ajudar a proteger a ‘soberania’ do país",Aos Fatos,https://www.aosfatos.org/noticias/lula-brasil-cuba-eua/,Falso,2026-04-20 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTT-_T2m-ANbt9dETdLxWaR6lzK3iFKfYRfcrL-btNBq2v0BEJJ,"['Luiz Inácio Lula da Silva', 'Cuba', 'Brasil', 'Donald Trump', 'Soberania', 'País']"
745,"Lula questionou: “se a mulher entrar na política, quem é que vai fazer a janta?""",Aos Fatos,https://www.aosfatos.org/noticias/lula-quem-vai-fazer-a-janta-mulheres-politica/,Falso,2026-04-20 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS3VzD3mSiHtKV5IpLqTFtftJZXH5YnL5imQn1CD3-cAyOym-d9,"['Luiz Inácio Lula da Silva', 'Política', 'Mulher']"
746,"Foto mostra Lula beijando testa de dono da Choquei, preso pela PF",Aos Fatos,https://www.aosfatos.org/noticias/foto-lula-dono-choquei/,Falso,2026-04-17 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRJvdm9IoexuWSDez424jdbP68eXXSdeCU8nRJJM_jZkjE1SZLM,"['Luiz Inácio Lula da Silva', 'Choquei', 'Polícia Federal', 'Departamento de Polícia Federal', 'Fotografia', 'Prisão']"
747,Governo Lula vai pra cima dos pobres e pode confiscar FGTS de endividados,AFP Checamos,https://checamos.afp.com/doc.afp.com.A83T9WE,Falso,2026-04-16 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRGSUM4ORyjTAxvUV7NOuwjgbsqNi-HoMM5EC8HtxzTyO9Dbe1i,"['Fundo de Garantia do Tempo de Serviço', 'Governo', 'Confiscação', 'Luiz Inácio Lula da Silva', 'Governo Lula', 'Pobreza']"
748,Presidente Luiz Inácio Lula da Silva disse que a mulher tem que ficar em casa para dar banho e jantar para os filhos e marido.,Estadão,https://www.estadao.com.br/estadao-verifica/enganoso-lula-mulher-ficar-casa-jantar-filhos-marido/,Falso,2026-04-16 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTkhoOSkaMaRcJOd1JgYeooKa3Iri1VXspEJAzCxh97kSS8X2i3,"['Luiz Inácio Lula da Silva', 'Presidente', 'Mulher', 'Banho']"
749,Depois de 3 anos governo Lula libera água no Nordeste,AFP Checamos,https://checamos.afp.com/doc.afp.com.A7WX9NQ,Falso,2026-04-15 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxUTRicpw5kyVgPv8C9zevV9rY8X3yNzqPoifyL786Zw-Sr43G,"['Região Nordeste do Brasil', 'Luiz Inácio Lula da Silva', 'Água']"
750,Governo Lula quer reduzir um litro de gasolina para 680 ml para baraterar combustível,Aos Fatos,https://www.aosfatos.org/noticias/proposta-aumentar-mistura-alcool-gasolina/,Não_É_Bem_Assim,2026-04-14 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS6ZTcg-8FCDQQuW0i0cFuUnC8MRIGnQwwjkZcZ6Wdw4OK-jQfl,"['Gasolina', 'Combustível', 'Luiz Inácio Lula da Silva', 'Governo', 'Governo Lula', 'Litro']"
753,Nova pesquisa mostra Flávio Bolsonaro à frente de Lula em Pernambuco,AFP Checamos,https://checamos.afp.com/doc.afp.com.A7MM963,Falso,2026-04-13 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSfdUjgOyK8tftUxF9ReSES5Zmhp6BQ-YxxX4dSwWovuCansWjG,"['Flávio Bolsonaro', 'Luiz Inácio Lula da Silva', 'Pernambuco', 'Pesquisa']"
754,"Vídeo mostra reabertura da transposição, que havia sido fechada pelo governo Lula",Aos Fatos,https://www.aosfatos.org/noticias/video-mostra-inundacao-iemen-nao-reabertura-transposicao/,Falso,2026-04-10 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrqbCVswCybLfRGKz5hli0322Lw0fKem6_r20uxyYbKBae7Gp6,"['Vídeo', 'Luiz Inácio Lula da Silva']"
755,Lula destinou 15 milhões de reais a empresas do Oriente Médio afetadas pela guerra e esse dinheiro sai do bolso do povo brasileiro,BOL - UOL,https://www.bol.uol.com.br/noticias/2026/04/10/checagem-governo-lula-15-bilhoes-empresas-oriente-medio.amp.htm,Falso,2026-04-10 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSr6cB_GXHcqEezM79_XUuBqNSf4pghSdqvQQ7P6MQqm103ehOg,"['Luiz Inácio Lula da Silva', 'Médio Oriente', 'Empresa', 'Brasil', 'Guerra', 'Dinheiro', 'Brasileiros']"
757,Lula destino a 15 milhões de reais as empresas do oriente médio afetada pela guerra e esse dinheiro sai do bolso do povo brasileiro,Estadão,https://www.estadao.com.br/estadao-verifica/lula-15-bilhoes-empresas-oriente-medio/,Falso,nan,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSACF38ittAOARYhShT9CsX3ebTOhf1gOUCjQlSFwRduBSDvW0i,"['Luiz Inácio Lula da Silva', 'Médio Oriente', 'Empresa', 'Brasil', 'Guerra', 'Brasileiros', 'Dinheiro']"
758,Prisão de Lula é questão de tempo assim como foi com seu amigo Maduro,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/04/08/falso-video-trump-lula-presidiario-libertar-bolsonaro.ghtm,Falso,2026-04-08 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSgN9GDhKqrNmk3pv5DFFN6k0dZGsbIaNgW4tpIt0sXBxHc7-BB,"['Luiz Inácio Lula da Silva', 'Tempo', 'Nicolás Maduro', 'Prisão']"
759,Lula afirma que trabalhador nasceu para trabalhar e não precisa de folga,AFP Checamos,https://checamos.afp.com/doc.afp.com.A6VL6CQ,Falso,2026-04-06 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTwabXZg6CGUj_wGPXV7Ug3O33nNaHPXvXqwQhAgB_ibiGBKUgp,"['Luiz Inácio Lula da Silva', 'Trabalhador', 'Trabalho']"
760,Lula presenteou Janja com ovo de Páscoa de ouro,Aos Fatos,https://www.aosfatos.org/noticias/fotos-lula-janja-posam-ovo-pascoa-ouro-sao-ia/,Falso,2026-04-02 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ7msEojfjzSncVfTPnPER2W6e-cTdUvb7rQlrZ2MhwL2WgmiWO,"['Janja Lula da Silva', 'Luiz Inácio Lula da Silva', 'Ovo de Páscoa', 'Páscoa']"
761,Trump manda a secretaria rasgar documento enviado por Lula,AFP Checamos,https://checamos.afp.com/doc.afp.com.A6MA6CQ,Falso,2026-04-02 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTIL6IEEJrZNl1reweypodIM1YMFYZuEr6-p_tgScNYtbURpbXk,"['Donald Trump', 'Luiz Inácio Lula da Silva', 'Documento']"
762,Vídeo mostra Lula recebendo refugiados muçulmanos no Brasil; cada um deles ganhará R$ 7.000 mensais por seis meses,Aos Fatos,https://www.aosfatos.org/noticias/falso-governo-lula-pagara-auxilios-7000-refugiados-muculmanos/,Falso,2026-04-01 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQfPXWVEkaQI7Sqfg2VmLwojAA2c-x6lIJH5xIdbaVFpqiL42qH,"['Luiz Inácio Lula da Silva', 'Refugiado', 'Islã', 'Brasil', 'Islamismo no Brasil', 'Mês', 'Vídeo']"
763,Vídeo mostra secretária de Trump rasgando documento enviado por Lula,Aos Fatos,https://www.aosfatos.org/noticias/video-nao-mostra-secretaria-trump-rasgando-documento-lula/,Falso,2026-04-01 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8Pu85JyUHAGalO4h5ugonU0F9hDrYJw0YkLDOawgk_v1pWUe8,"['Donald Trump', 'Luiz Inácio Lula da Silva', 'Documento', 'Vídeo']"
764,"CGU apontou 35 mil irregularidades em processos licitatórios do governo Lula que são crimes de corrupção, fraude e lavagem de dinheiro.",Estadão,https://www.estadao.com.br/estadao-verifica/enganoso-cgu-35-mil-irregularidades-licitacoes-governo-lula/,Falso,2026-04-01 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuie5_3crBhdieKsa6CNDbT79_8ijcCN5cPK6B2_6-IQX-68ZZ,"['Controladoria-Geral da União', 'Controladoria Geral da União', 'Licitações públicas', 'Fraude', 'Luiz Inácio Lula da Silva', 'Corrupção', 'Governo', 'Crime', 'Lavagem de dinheiro']"
765,Lula disse em discurso que ‘trabalhador é pra trabalhar’ e que ir ao teatro e ao cinema é ‘coisa de gente chique’,Aos Fatos,https://www.aosfatos.org/noticias/lula-trabalhadores-teatro-cinema/,Falso,2026-03-31 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR28C0jeESTj3aOxaFacNeDVJd87tj5-QH3X3BWIDCw_0jaESsA,"['Luiz Inácio Lula da Silva', 'Trabalhador', 'Trabalho', 'Teatro', 'Cinema', 'Imposto de renda', 'Discurso']"
767,"Lula recebe muçulmanos e a Operação Acolhida, do governo federal, está pagando R$ 7 mil por mês e dando moradia a refugiados da Palestina e de outros países.",Estadão,https://www.estadao.com.br/estadao-verifica/video-lula-recepcionando-brasileiros-libano-nao-muculmanos-palestinos/,Falso,2026-03-31 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTY97mEYzzZq-eN44V5ct10QeUOAiT30Me7YPQRcGJIfKYuRFg5,"['Luiz Inácio Lula da Silva', 'Refugiado', 'Palestinos', 'Islã', 'Refugiados palestinos', 'Governo', 'País', 'Mês', 'R7']"
768,Registro de aperto de mãos de Lula e Daniel Vorcaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.A68P89E,Falso,2026-03-30 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQJb92s2aMrgXaxuXeXBkBQjM0iea9MglutQ7CpunEesM_tLRkY,"['Daniel Vorcaro', 'Luiz Inácio Lula da Silva', 'Mão', 'Aperto de mão']"
